Asn;Holder;DnsLookupTimer;TimeOfMeasurement;Url;Path;Ip;Port;ConnecitonEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional;Error
12876;AS12876 - ONLINE S.A.S.;0.675;1560190537;internetpasoapaso.com;;131.159.0.2;443;162.903;200;TCP/TLS1.2;0.402;
12876;AS12876 - ONLINE S.A.S.;0.730;1560190538;internetpasoapaso.com;;131.159.0.2;443;96.263;200;TCP/TLS1.3;0.332;
12876;AS12876 - ONLINE S.A.S.;0.588;1560190538;yznay.com;;131.159.0.2;443;180.510;200;TCP/TLS1.2;0.374;
12876;AS12876 - ONLINE S.A.S.;0.607;1560190538;yznay.com;;131.159.0.2;443;90.710;200;TCP/TLS1.3;0.316;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.569;1560190538;beqbox.com;;131.159.0.2;443;120.006;301;TCP/TLS1.2;0.384;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.501;1560190539;beqbox.com;;131.159.0.2;443;77.588;301;TCP/TLS1.3;0.364;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.697;1560190539;retrogames.cz;;131.159.0.2;443;123.712;301;TCP/TLS1.2;0.431;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.600;1560190539;retrogames.cz;;131.159.0.2;443;68.485;301;TCP/TLS1.3;0.563;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.698;1560190540;xboxer.sk;;131.159.0.2;443;149.652;200;TCP/TLS1.2;0.387;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.522;1560190541;xboxer.sk;;131.159.0.2;443;75.705;200;TCP/TLS1.3;0.300;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.642;1560190541;slovakrail.sk;;131.159.0.2;443;279.135;301;TCP/TLS1.2;0.367;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.546;1560190541;slovakrail.sk;;131.159.0.2;443;77.257;301;TCP/TLS1.3;0.389;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.579;1560190542;hdpopcorns.eu;;131.159.0.2;443;109.524;200;TCP/TLS1.2;0.323;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.553;1560190543;hdpopcorns.eu;;131.159.0.2;443;65.644;200;TCP/TLS1.3;0.359;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.897;1560190543;gmboxx.com;;131.159.0.2;443;125.811;301;TCP/TLS1.2;0.388;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.591;1560190543;gmboxx.com;;131.159.0.2;443;73.755;301;TCP/TLS1.3;0.280;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.630;1560190544;zones.sk;;131.159.0.2;443;118.282;301;TCP/TLS1.2;6.175;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.827;1560190544;zones.sk;;131.159.0.2;443;67.007;301;TCP/TLS1.3;0.432;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.640;1560190545;zilinak.sk;;131.159.0.2;443;1110.846;301;TCP/TLS1.2;999.964;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.602;1560190545;zilinak.sk;;131.159.0.2;443;68.206;301;TCP/TLS1.3;0.374;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.579;1560190546;lalala.sk;;131.159.0.2;443;116.675;200;TCP/TLS1.2;0.361;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.606;1560190546;lalala.sk;;131.159.0.2;443;71.764;200;TCP/TLS1.3;0.398;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.558;1560190547;rawtherapee.com;;131.159.0.2;443;120.804;200;TCP/TLS1.2;0.386;
51013;WEBSUPPORT-SRO-SK-AS - Websupport s.r.o.;0.563;1560190547;rawtherapee.com;;131.159.0.2;443;69.197;200;TCP/TLS1.3;0.339;
14618;AMAZON-AES - Amazon.com;0.574;1560190550;instagram.com;;131.159.0.2;443;406.306;301;TCP/TLS1.2;0.451;
14618;AMAZON-AES - Amazon.com;0.788;1560190550;instagram.com;;131.159.0.2;443;243.053;301;TCP/TLS1.3;0.521;
14618;AMAZON-AES - Amazon.com;0.571;1560190551;everhelper.me;;131.159.0.2;443;332.172;200;TCP/TLS1.2;0.575;
14618;AMAZON-AES - Amazon.com;0.646;1560190552;everhelper.me;;131.159.0.2;443;1255.245;200;TCP/TLS1.3;998.813;
14618;AMAZON-AES - Amazon.com;0.584;1560190553;bestlifeonline.com;;131.159.0.2;443;366.770;200;TCP/TLS1.2;0.407;
14618;AMAZON-AES - Amazon.com;0.305;1560190554;bestlifeonline.com;;131.159.0.2;443;313.701;200;TCP/TLS1.3;0.346;
14618;AMAZON-AES - Amazon.com;0.582;1560190555;bitbucket.org;;131.159.0.2;443;311.870;200;TCP/TLS1.2;0.365;
14618;AMAZON-AES - Amazon.com;0.561;1560190556;bitbucket.org;;131.159.0.2;443;344.097;200;TCP/TLS1.3;0.354;
14618;AMAZON-AES - Amazon.com;0.712;1560190557;knoji.com;;131.159.0.2;443;395.957;200;TCP/TLS1.2;0.322;
14618;AMAZON-AES - Amazon.com;0.605;1560190558;knoji.com;;131.159.0.2;443;236.493;200;TCP/TLS1.3;0.376;
14618;AMAZON-AES - Amazon.com;0.596;1560190558;ppacri.org;;131.159.0.2;443;474.483;301;TCP/TLS1.2;0.348;
14618;AMAZON-AES - Amazon.com;0.557;1560190559;ppacri.org;;131.159.0.2;443;348.917;301;TCP/TLS1.3;0.282;
14618;AMAZON-AES - Amazon.com;0.605;1560190559;akaipro.com;;131.159.0.2;443;360.286;302;TCP/TLS1.2;0.403;
14618;AMAZON-AES - Amazon.com;0.581;1560190560;akaipro.com;;131.159.0.2;443;211.933;302;TCP/TLS1.3;0.359;
14618;AMAZON-AES - Amazon.com;0.585;1560190560;kanopy.com;;131.159.0.2;443;382.540;301;TCP/TLS1.2;0.470;
14618;AMAZON-AES - Amazon.com;0.579;1560190560;kanopy.com;;131.159.0.2;443;234.466;301;TCP/TLS1.3;0.448;
14618;AMAZON-AES - Amazon.com;0.590;1560190561;hhs.gov;;131.159.0.2;443;461.344;301;TCP/TLS1.2;0.339;
14618;AMAZON-AES - Amazon.com;0.581;1560190561;hhs.gov;;131.159.0.2;443;235.361;301;TCP/TLS1.3;0.390;
14618;AMAZON-AES - Amazon.com;0.598;1560190562;eatthis.com;;131.159.0.2;443;372.870;301;TCP/TLS1.2;0.297;
14618;AMAZON-AES - Amazon.com;0.686;1560190562;eatthis.com;;131.159.0.2;443;349.285;301;TCP/TLS1.3;0.359;
12488;KRYSTAL - Krystal Hosting Ltd;0.597;1560190563;governmentexams.co.in;;131.159.0.2;443;121.960;301;TCP/TLS1.2;0.317;
12488;KRYSTAL - Krystal Hosting Ltd;0.874;1560190563;governmentexams.co.in;;131.159.0.2;443;72.144;301;TCP/TLS1.3;0.403;
12488;KRYSTAL - Krystal Hosting Ltd;0.517;1560190564;iccamh.org;;131.159.0.2;443;200.785;200;TCP/TLS1.2;0.453;
12488;KRYSTAL - Krystal Hosting Ltd;0.661;1560190564;iccamh.org;;131.159.0.2;443;72.251;200;TCP/TLS1.3;0.344;
12488;KRYSTAL - Krystal Hosting Ltd;0.626;1560190564;test-questions.com;;131.159.0.2;443;135.250;301;TCP/TLS1.2;0.512;
12488;KRYSTAL - Krystal Hosting Ltd;0.554;1560190564;test-questions.com;;131.159.0.2;443;101.738;301;TCP/TLS1.3;0.326;
12488;KRYSTAL - Krystal Hosting Ltd;0.650;1560190565;scrolldrop.com;;131.159.0.2;443;145.737;200;TCP/TLS1.2;0.369;
12488;KRYSTAL - Krystal Hosting Ltd;0.424;1560190565;scrolldrop.com;;131.159.0.2;443;68.460;200;TCP/TLS1.3;0.367;
12488;KRYSTAL - Krystal Hosting Ltd;0.422;1560190565;rolladvantage.com;;131.159.0.2;443;142.586;200;TCP/TLS1.2;0.362;
12488;KRYSTAL - Krystal Hosting Ltd;0.546;1560190565;rolladvantage.com;;131.159.0.2;443;69.546;200;TCP/TLS1.3;0.411;
12488;KRYSTAL - Krystal Hosting Ltd;0.416;1560190565;nylaplas.com;;131.159.0.2;443;116.440;200;TCP/TLS1.2;0.311;
12488;KRYSTAL - Krystal Hosting Ltd;0.364;1560190565;nylaplas.com;;131.159.0.2;443;65.519;200;TCP/TLS1.3;0.274;
12488;KRYSTAL - Krystal Hosting Ltd;0.572;1560190566;movie-locations.com;;131.159.0.2;443;151.237;200;TCP/TLS1.2;0.426;
12488;KRYSTAL - Krystal Hosting Ltd;0.529;1560190566;movie-locations.com;;131.159.0.2;443;68.729;200;TCP/TLS1.3;0.351;
12488;KRYSTAL - Krystal Hosting Ltd;0.407;1560190566;easyenglish.bible;;131.159.0.2;443;137.069;301;TCP/TLS1.2;0.375;
12488;KRYSTAL - Krystal Hosting Ltd;0.532;1560190566;easyenglish.bible;;131.159.0.2;443;72.245;301;TCP/TLS1.3;0.436;
12488;KRYSTAL - Krystal Hosting Ltd;0.582;1560190567;cvplaza.com;;131.159.0.2;443;135.573;301;TCP/TLS1.2;0.534;
12488;KRYSTAL - Krystal Hosting Ltd;0.504;1560190567;cvplaza.com;;131.159.0.2;443;68.185;301;TCP/TLS1.3;0.384;
12488;KRYSTAL - Krystal Hosting Ltd;0.567;1560190569;krystal.co.uk;;131.159.0.2;443;121.750;200;TCP/TLS1.2;0.375;
12488;KRYSTAL - Krystal Hosting Ltd;0.586;1560190572;krystal.co.uk;;131.159.0.2;443;1067.335;200;TCP/TLS1.3;996.937;
20446;HIGHWINDS3 - Highwinds Network Group;0.556;1560190572;yad2.co.il;;131.159.0.2;443;60.940;301;TCP/TLS1.2;0.333;
20446;HIGHWINDS3 - Highwinds Network Group;0.544;1560190572;yad2.co.il;;131.159.0.2;443;45.796;301;TCP/TLS1.3;0.363;
20446;HIGHWINDS3 - Highwinds Network Group;0.659;1560190573;ny18568.com;;131.159.0.2;443;60.194;200;TCP/TLS1.2;0.380;
20446;HIGHWINDS3 - Highwinds Network Group;0.559;1560190573;ny18568.com;;131.159.0.2;443;44.821;200;TCP/TLS1.3;0.417;
20446;HIGHWINDS3 - Highwinds Network Group;0.582;1560190573;adzero.org;;131.159.0.2;443;78.454;301;TCP/TLS1.2;0.355;
20446;HIGHWINDS3 - Highwinds Network Group;0.572;1560190573;adzero.org;;131.159.0.2;443;46.216;301;TCP/TLS1.3;0.363;
20446;HIGHWINDS3 - Highwinds Network Group;0.519;1560190573;theepochtimes.com;;131.159.0.2;443;68.202;301;TCP/TLS1.2;0.382;
20446;HIGHWINDS3 - Highwinds Network Group;0.518;1560190573;theepochtimes.com;;131.159.0.2;443;46.016;301;TCP/TLS1.3;0.380;
20446;HIGHWINDS3 - Highwinds Network Group;0.663;1560190574;liquidweb.com;;131.159.0.2;443;193.010;301;TCP/TLS1.2;0.445;
20446;HIGHWINDS3 - Highwinds Network Group;0.618;1560190574;liquidweb.com;;131.159.0.2;443;51.995;301;TCP/TLS1.3;7.145;
20446;HIGHWINDS3 - Highwinds Network Group;0.522;1560190576;apnipsp.net;;131.159.0.2;443;69.349;200;TCP/TLS1.2;0.324;
20446;HIGHWINDS3 - Highwinds Network Group;0.568;1560190576;apnipsp.net;;131.159.0.2;443;42.936;200;TCP/TLS1.3;0.362;
20446;HIGHWINDS3 - Highwinds Network Group;0.483;1560190576;cloudways.com;;131.159.0.2;443;59.651;301;TCP/TLS1.2;0.322;
20446;HIGHWINDS3 - Highwinds Network Group;0.573;1560190576;cloudways.com;;131.159.0.2;443;41.661;301;TCP/TLS1.3;0.342;
20446;HIGHWINDS3 - Highwinds Network Group;0.476;1560190577;ay9244.com;;131.159.0.2;443;66.059;200;TCP/TLS1.2;0.323;
20446;HIGHWINDS3 - Highwinds Network Group;0.527;1560190577;ay9244.com;;131.159.0.2;443;38.104;200;TCP/TLS1.3;0.342;
20446;HIGHWINDS3 - Highwinds Network Group;0.574;1560190577;ronaldo7.net;;131.159.0.2;443;84.162;301;TCP/TLS1.2;0.385;
20446;HIGHWINDS3 - Highwinds Network Group;0.587;1560190577;ronaldo7.net;;131.159.0.2;443;43.495;301;TCP/TLS1.3;0.439;
20446;HIGHWINDS3 - Highwinds Network Group;0.625;1560190577;pornexpert.net;;131.159.0.2;443;177.056;301;TCP/TLS1.2;0.420;
20446;HIGHWINDS3 - Highwinds Network Group;0.506;1560190577;pornexpert.net;;131.159.0.2;443;42.386;301;TCP/TLS1.3;0.388;
47302;CYON - cyon GmbH;0.521;1560190578;solique.ch;;131.159.0.2;443;186.318;301;TCP/TLS1.2;0.377;
47302;CYON - cyon GmbH;0.533;1560190578;solique.ch;;131.159.0.2;443;293.297;301;TCP/TLS1.3;0.374;
47302;CYON - cyon GmbH;0.539;1560190579;kiwix.org;;131.159.0.2;443;173.129;301;TCP/TLS1.2;0.313;
47302;CYON - cyon GmbH;0.506;1560190579;kiwix.org;;131.159.0.2;443;76.296;301;TCP/TLS1.3;0.365;
47302;CYON - cyon GmbH;0.534;1560190579;mrsflury.com;;131.159.0.2;443;134.634;301;TCP/TLS1.2;0.342;
47302;CYON - cyon GmbH;0.531;1560190580;mrsflury.com;;131.159.0.2;443;78.564;301;TCP/TLS1.3;0.346;
47302;CYON - cyon GmbH;0.600;1560190581;boutique-roma.ch;;131.159.0.2;443;142.544;200;TCP/TLS1.2;0.371;
47302;CYON - cyon GmbH;0.633;1560190582;boutique-roma.ch;;131.159.0.2;443;278.069;200;TCP/TLS1.3;0.358;
47302;CYON - cyon GmbH;0.532;1560190582;hackerthemes.com;;131.159.0.2;443;127.254;200;TCP/TLS1.2;0.381;
47302;CYON - cyon GmbH;0.559;1560190582;hackerthemes.com;;131.159.0.2;443;76.165;200;TCP/TLS1.3;0.397;
47302;CYON - cyon GmbH;0.542;1560190582;velomarkt.ch;;131.159.0.2;443;322.195;301;TCP/TLS1.2;0.412;
47302;CYON - cyon GmbH;0.552;1560190582;velomarkt.ch;;131.159.0.2;443;74.732;301;TCP/TLS1.3;0.397;
47302;CYON - cyon GmbH;0.553;1560190585;falki-pictures.com;;131.159.0.2;443;134.957;200;TCP/TLS1.2;0.373;
47302;CYON - cyon GmbH;0.546;1560190585;falki-pictures.com;;131.159.0.2;443;78.381;200;TCP/TLS1.3;0.395;
47302;CYON - cyon GmbH;0.487;1560190587;unjoblist.org;;131.159.0.2;443;144.313;200;TCP/TLS1.2;0.366;
47302;CYON - cyon GmbH;0.601;1560190590;unjoblist.org;;131.159.0.2;443;80.945;200;TCP/TLS1.3;0.373;
47302;CYON - cyon GmbH;0.594;1560190590;plauderstube.ch;;131.159.0.2;443;156.187;301;TCP/TLS1.2;0.360;
47302;CYON - cyon GmbH;0.524;1560190590;plauderstube.ch;;131.159.0.2;443;82.604;301;TCP/TLS1.3;0.410;
47302;CYON - cyon GmbH;0.543;1560190590;radarr.video;;131.159.0.2;443;261.956;200;TCP/TLS1.2;0.343;
47302;CYON - cyon GmbH;0.545;1560190591;radarr.video;;131.159.0.2;443;81.717;200;TCP/TLS1.3;0.386;
262254;DANCOM LTD;0.532;1560190593;sci-hub.tw;;131.159.0.2;443;2282.538;200;TCP/TLS1.2;0.422;
262254;DANCOM LTD;0.589;1560190594;sci-hub.tw;;131.159.0.2;443;71.060;200;TCP/TLS1.3;0.372;
262254;DANCOM LTD;0.571;1560190594;s.to;;131.159.0.2;443;110.950;200;TCP/TLS1.2;0.290;
262254;DANCOM LTD;0.600;1560190595;s.to;;131.159.0.2;443;67.880;200;TCP/TLS1.3;0.405;
262254;DANCOM LTD;0.493;1560190595;serienstream.sx;;131.159.0.2;443;104.037;200;TCP/TLS1.2;0.307;
262254;DANCOM LTD;0.504;1560190595;serienstream.sx;;131.159.0.2;443;70.425;200;TCP/TLS1.3;0.331;
262254;DANCOM LTD;0.494;1560190596;litecash.ltd;;131.159.0.2;443;120.080;200;TCP/TLS1.2;0.359;
262254;DANCOM LTD;0.526;1560190596;litecash.ltd;;131.159.0.2;443;67.912;200;TCP/TLS1.3;0.375;
262254;DANCOM LTD;0.492;1560190596;porno365.cc;;131.159.0.2;443;110.816;502;TCP/TLS1.2;0.375;
262254;DANCOM LTD;0.648;1560190596;porno365.cc;;131.159.0.2;443;76.051;502;TCP/TLS1.3;0.338;
262254;DANCOM LTD;0.624;1560190597;bs.to;;131.159.0.2;443;105.782;200;TCP/TLS1.2;0.428;
262254;DANCOM LTD;0.598;1560190597;bs.to;;131.159.0.2;443;274.973;200;TCP/TLS1.3;0.616;
262254;DANCOM LTD;0.531;1560190597;skladchina.biz;;131.159.0.2;443;108.836;301;TCP/TLS1.2;0.290;
262254;DANCOM LTD;0.683;1560190597;skladchina.biz;;131.159.0.2;443;71.709;301;TCP/TLS1.3;0.423;
262254;DANCOM LTD;0.607;1560190598;sci-hub.se;;131.159.0.2;443;221.255;200;TCP/TLS1.2;0.400;
262254;DANCOM LTD;0.615;1560190599;sci-hub.se;;131.159.0.2;443;76.737;200;TCP/TLS1.3;0.359;
262254;DANCOM LTD;0.554;1560190599;animedia.tv;;131.159.0.2;443;141.630;200;TCP/TLS1.2;0.365;
262254;DANCOM LTD;0.547;1560190600;animedia.tv;;131.159.0.2;443;70.127;200;TCP/TLS1.3;0.383;
262254;DANCOM LTD;0.466;1560190600;sevior.cc;;131.159.0.2;443;142.458;200;TCP/TLS1.2;0.364;
262254;DANCOM LTD;0.549;1560190601;sevior.cc;;131.159.0.2;443;68.907;200;TCP/TLS1.3;0.376;
20473;AS-CHOOPA - Choopa;0.536;1560190601;mycinema.pro;;131.159.0.2;443;333.693;301;TCP/TLS1.2;0.354;
20473;AS-CHOOPA - Choopa;0.547;1560190602;mycinema.pro;;131.159.0.2;443;213.171;301;TCP/TLS1.3;0.429;
20473;AS-CHOOPA - Choopa;0.538;1560190602;hirufm.lk;;131.159.0.2;443;440.619;301;TCP/TLS1.2;0.399;
20473;AS-CHOOPA - Choopa;0.588;1560190603;hirufm.lk;;131.159.0.2;443;216.183;301;TCP/TLS1.3;0.342;
20473;AS-CHOOPA - Choopa;0.289;1560190603;theunderminejournal.com;;131.159.0.2;443;360.768;200;TCP/TLS1.2;0.430;
20473;AS-CHOOPA - Choopa;0.530;1560190604;theunderminejournal.com;;131.159.0.2;443;215.763;200;TCP/TLS1.3;0.387;
20473;AS-CHOOPA - Choopa;0.498;1560190604;hotcleaner.com;;131.159.0.2;443;348.497;301;TCP/TLS1.2;0.356;
20473;AS-CHOOPA - Choopa;0.586;1560190605;hotcleaner.com;;131.159.0.2;443;218.037;301;TCP/TLS1.3;0.294;
20473;AS-CHOOPA - Choopa;0.511;1560190605;premiumclubusa.com;;131.159.0.2;443;387.398;200;TCP/TLS1.2;0.320;
20473;AS-CHOOPA - Choopa;0.538;1560190606;premiumclubusa.com;;131.159.0.2;443;254.367;200;TCP/TLS1.3;0.394;
20473;AS-CHOOPA - Choopa;0.514;1560190606;downloadgram.com;;131.159.0.2;443;314.838;200;TCP/TLS1.2;0.367;
20473;AS-CHOOPA - Choopa;0.510;1560190606;downloadgram.com;;131.159.0.2;443;216.906;200;TCP/TLS1.3;0.310;
20473;AS-CHOOPA - Choopa;0.510;1560190607;yougetsurvey.com;;131.159.0.2;443;632.890;403;TCP/TLS1.2;0.325;
20473;AS-CHOOPA - Choopa;0.554;1560190608;yougetsurvey.com;;131.159.0.2;443;297.681;403;TCP/TLS1.3;7.292;
20473;AS-CHOOPA - Choopa;1.116;1560190608;crpverify.com;;131.159.0.2;443;519.595;403;TCP/TLS1.2;0.422;
20473;AS-CHOOPA - Choopa;0.676;1560190609;crpverify.com;;131.159.0.2;443;352.136;403;TCP/TLS1.3;7.472;
20473;AS-CHOOPA - Choopa;0.606;1560190609;lalanguefrancaise.com;;131.159.0.2;443;143.370;301;TCP/TLS1.2;0.383;
20473;AS-CHOOPA - Choopa;0.600;1560190609;lalanguefrancaise.com;;131.159.0.2;443;112.762;301;TCP/TLS1.3;0.355;
20473;AS-CHOOPA - Choopa;0.651;1560190610;instinctmagazine.com;;131.159.0.2;443;391.438;200;TCP/TLS1.2;0.415;
20473;AS-CHOOPA - Choopa;0.517;1560190611;instinctmagazine.com;;131.159.0.2;443;377.326;200;TCP/TLS1.3;0.322;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.956;1560190611;alphaporno.com;;131.159.0.2;443;124.495;301;TCP/TLS1.2;0.480;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.595;1560190611;alphaporno.com;;131.159.0.2;443;63.138;301;TCP/TLS1.3;0.357;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.613;1560190612;tubedupe.com;;131.159.0.2;443;95.666;200;TCP/TLS1.2;0.335;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.586;1560190612;tubedupe.com;;131.159.0.2;443;61.749;200;TCP/TLS1.3;0.254;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.616;1560190612;xcum.com;;131.159.0.2;443;130.079;200;TCP/TLS1.2;0.372;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.608;1560190612;xcum.com;;131.159.0.2;443;65.278;200;TCP/TLS1.3;0.375;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.639;1560190613;ooo-sex.com;;131.159.0.2;443;409.330;302;TCP/TLS1.2;0.384;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.648;1560190613;ooo-sex.com;;131.159.0.2;443;210.227;302;TCP/TLS1.3;0.350;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.554;1560190614;postimg.cc;;131.159.0.2;443;396.419;301;TCP/TLS1.2;0.407;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.708;1560190614;postimg.cc;;131.159.0.2;443;216.720;301;TCP/TLS1.3;0.356;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.605;1560190615;hellmoms.com;;131.159.0.2;443;639.586;200;TCP/TLS1.2;0.356;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.546;1560190615;hellmoms.com;;131.159.0.2;443;63.656;200;TCP/TLS1.3;0.342;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.533;1560190616;xbabe.com;;131.159.0.2;443;248.682;200;TCP/TLS1.2;0.305;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.625;1560190616;xbabe.com;;131.159.0.2;443;62.295;200;TCP/TLS1.3;0.349;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.574;1560190616;postimages.org;;131.159.0.2;443;333.944;200;TCP/TLS1.2;0.383;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.595;1560190617;postimages.org;;131.159.0.2;443;215.698;200;TCP/TLS1.3;0.324;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.733;1560190617;yo-sex.com;;131.159.0.2;443;415.047;302;TCP/TLS1.2;0.354;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.564;1560190618;yo-sex.com;;131.159.0.2;443;210.466;302;TCP/TLS1.3;0.381;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.676;1560190618;pornsail.com;;131.159.0.2;443;400.098;302;TCP/TLS1.2;0.441;
39572;ADVANCEDHOSTERS-AS - DataWeb Global Group B.V.;0.573;1560190619;pornsail.com;;131.159.0.2;443;210.038;302;TCP/TLS1.3;0.369;
43896;UAPROM-AS - UAPROM LLC;0.627;1560190620;prom.ua;;131.159.0.2;443;1199.223;200;TCP/TLS1.2;998.229;
43896;UAPROM-AS - UAPROM LLC;0.630;1560190621;prom.ua;;131.159.0.2;443;147.587;200;TCP/TLS1.3;0.371;
43896;UAPROM-AS - UAPROM LLC;0.546;1560190621;tiu.ru;;131.159.0.2;443;245.077;200;TCP/TLS1.2;1.576;
43896;UAPROM-AS - UAPROM LLC;0.658;1560190622;tiu.ru;;131.159.0.2;443;158.567;200;TCP/TLS1.3;0.340;
43896;UAPROM-AS - UAPROM LLC;0.594;1560190622;bigl.ua;;131.159.0.2;443;186.881;200;TCP/TLS1.2;0.340;
43896;UAPROM-AS - UAPROM LLC;0.571;1560190623;bigl.ua;;131.159.0.2;443;151.690;200;TCP/TLS1.3;0.387;
43896;UAPROM-AS - UAPROM LLC;0.597;1560190624;shafa.ua;;131.159.0.2;443;201.276;200;TCP/TLS1.2;0.243;
43896;UAPROM-AS - UAPROM LLC;0.544;1560190624;shafa.ua;;131.159.0.2;443;141.165;200;TCP/TLS1.3;0.396;
43896;UAPROM-AS - UAPROM LLC;0.534;1560190625;crafta.ua;;131.159.0.2;443;175.594;200;TCP/TLS1.2;0.468;
43896;UAPROM-AS - UAPROM LLC;0.536;1560190625;crafta.ua;;131.159.0.2;443;148.992;200;TCP/TLS1.3;0.334;
43896;UAPROM-AS - UAPROM LLC;0.491;1560190626;kabanchik.ua;;131.159.0.2;443;347.009;200;TCP/TLS1.2;0.316;
43896;UAPROM-AS - UAPROM LLC;0.540;1560190626;kabanchik.ua;;131.159.0.2;443;152.264;200;TCP/TLS1.3;0.445;
43896;UAPROM-AS - UAPROM LLC;0.538;1560190626;prom.st;;131.159.0.2;443;188.912;405;TCP/TLS1.2;0.365;
43896;UAPROM-AS - UAPROM LLC;0.526;1560190627;prom.st;;131.159.0.2;443;148.725;405;TCP/TLS1.3;0.382;
43896;UAPROM-AS - UAPROM LLC;0.687;1560190628;pozolotka.com.ua;;131.159.0.2;443;363.401;200;TCP/TLS1.2;0.579;
43896;UAPROM-AS - UAPROM LLC;0.645;1560190630;pozolotka.com.ua;;131.159.0.2;443;151.844;200;TCP/TLS1.3;1.608;
43896;UAPROM-AS - UAPROM LLC;0.516;1560190631;vlavi.kh.ua;;131.159.0.2;443;338.581;200;TCP/TLS1.2;0.299;
43896;UAPROM-AS - UAPROM LLC;0.562;1560190633;vlavi.kh.ua;;131.159.0.2;443;141.941;200;TCP/TLS1.3;0.319;
43896;UAPROM-AS - UAPROM LLC;0.501;1560190634;izmira.com.ua;;131.159.0.2;443;339.539;200;TCP/TLS1.2;0.342;
43896;UAPROM-AS - UAPROM LLC;0.612;1560190635;izmira.com.ua;;131.159.0.2;443;140.524;200;TCP/TLS1.3;0.417;
32244;LIQUIDWEB - Liquid Web;0.740;1560190635;free-power-point-templates.com;;131.159.0.2;443;462.280;301;TCP/TLS1.2;0.431;
32244;LIQUIDWEB - Liquid Web;0.828;1560190636;free-power-point-templates.com;;131.159.0.2;443;295.225;301;TCP/TLS1.3;0.454;
32244;LIQUIDWEB - Liquid Web;0.706;1560190637;10ejemplos.com;;131.159.0.2;443;586.267;200;TCP/TLS1.2;7.134;
32244;LIQUIDWEB - Liquid Web;0.961;1560190638;10ejemplos.com;;131.159.0.2;443;289.877;200;TCP/TLS1.3;0.465;
32244;LIQUIDWEB - Liquid Web;0.572;1560190639;calendarlabs.com;;131.159.0.2;443;592.010;301;TCP/TLS1.2;0.420;
32244;LIQUIDWEB - Liquid Web;0.621;1560190639;calendarlabs.com;;131.159.0.2;443;298.837;301;TCP/TLS1.3;0.396;
32244;LIQUIDWEB - Liquid Web;0.700;1560190640;ejemplode.com;;131.159.0.2;443;558.888;301;TCP/TLS1.2;0.291;
32244;LIQUIDWEB - Liquid Web;0.564;1560190640;ejemplode.com;;131.159.0.2;443;290.086;301;TCP/TLS1.3;0.389;
